point_id,valley,X,Y,data_type,verific_day,outcome,offset,offset_req,elevation,rel_elev,dist_sewer,dist_pri_sewer,dist_trash,lc_10m_veg,lc_10m_soil,lc_10m_imperv,lc_30m_veg,lc_30m_soil,lc_30m_imperv,lc_pablo_10m_veg,lc_pablo_10m_soil,lc_pablo_10m_imperv,lc_pablo_30m_veg,lc_pablo_30m_soil,lc_pablo_30m_imperv
159,4,561427.7,8570971,plates,1,0,5,0,46.57165146,22.571651459999998,31.85384543,47.43882327,131.4628951,0,0,1,0.075284091,0.03125,0.893465909,0.046765394,0,0.953234606,0.17839196,0.023739387,0.797868654
184,4,561454.3,8570928,plates,1,0,5,0,30,6,15.16179435,15.16179435,129.4575436,0.730769231,0.153846154,0.115384615,0.330508475,0.259887006,0.40960452,0.63014763,0,0.36985237,0.399030135,0.054728091,0.546241773
189,4,561465.4,8570886,plates,1,0,5,0,30,6,2.488836505,2.488836505,87.74865082,0.320512821,0.564102564,0.115384615,0.320621469,0.29519774,0.384180791,0.116459627,0.083074534,0.800465839,0.408264033,0.088704089,0.503031878
200,4,561429.9,8570941,plates,1,3,4,0,43.83579636,19.835796360000003,23.76180064,42.84475919,152.7648849,0.012820513,0.269230769,0.717948718,0.193732194,0.163817664,0.642450142,0.36747459,0.129788898,0.502736513,0.362754439,0.041749675,0.595495886
224,4,561438.5,8570896,plates,1,0,3,0,36.14174271,12.141742710000003,28.40982706,28.40982706,111.8063295,0.025,0.2875,0.6875,0.238028169,0.221126761,0.54084507,0.537441498,0.021060842,0.44149766,0.370636639,0.071113036,0.558250325
237,4,561454.2,8570954,plates,1,0,5,0,29.89123154,5.89123154,1.239104719,18.81380703,130.3635087,0.705128205,0.128205128,0.166666667,0.25915493,0.177464789,0.563380282,0.461358314,0.036690086,0.5019516,0.362785863,0.040453915,0.596760222
245,4,561438.7,8570893,plates,1,0,3,0,36.64518738,12.645187380000003,28.1830953,28.1830953,109.4576194,0.052631579,0.315789474,0.631578947,0.240056818,0.221590909,0.538352273,0.560653188,0.021772939,0.417573872,0.366449935,0.071694842,0.561855223
247,4,561463.4,8570984,plates,1,3,5,0,30,6,12.2064778,12.2064778,99.39467932,0,0.256410256,0.743589744,0.038135593,0.200564972,0.761299435,0.001554002,0.024864025,0.973581974,0.093011172,0.064692128,0.8422967
252,4,561442.3,8570986,plates,1,0,4,0,36.82502365,12.825023649999999,20.20801628,33.30800182,109.564835,0,0,1,0.019774011,0.074858757,0.905367232,0,0,1,0.090956341,0.027460152,0.881583507
267,4,561452.1,8570924,plates,1,2,5,0,30.88782311,6.887823109999999,17.52951586,17.52951586,126.9218159,0.65,0.0625,0.2875,0.313202247,0.268258427,0.418539326,0.753499222,0.048211509,0.198289269,0.390505891,0.057345807,0.552148302
272,4,561439.7,8570872,plates,1,0,5,0,39.74320602,15.743206020000002,32.65779579,32.65779579,94.45766491,0.012820513,0.08974359,0.897435897,0.262711864,0.172316384,0.564971751,0.520590521,0.025641026,0.453768454,0.392894281,0.053986135,0.553119584
277,4,561469.8,8570941,plates,1,0,5,0,28.9704895,4.970489499999999,0.344682811,0.344682811,135.3675891,0.052631579,0.210526316,0.736842105,0.334757835,0.223646724,0.441595442,0.028883685,0.016393443,0.954722873,0.367235554,0.032054059,0.600710387
291,4,561437.1,8570916,plates,1,0,5,0,37.51655197,13.516551970000002,31.34920996,31.34920996,128.1021669,0.0125,0.4,0.5875,0.235795455,0.231534091,0.532670455,0.30696946,0.022709475,0.670321065,0.379265547,0.055863503,0.564870951
297,4,561444,8570968,plates,1,0,5,0,33.45893478,9.45893478,16.43964955,28.10424975,123.0677869,0.0625,0.0625,0.875,0.173184358,0.099162011,0.727653631,0.227699531,0.027386541,0.744913928,0.232115018,0.036203014,0.731681968
310,4,561437,8570874,plates,1,0,3,0,41.44250488,17.44250488,34.4560695,34.4560695,97.83667224,0.064102564,0.038461538,0.897435897,0.23495702,0.151862464,0.613180516,0.359094457,0.021077283,0.619828259,0.392535504,0.052563214,0.554901282
311,4,561458.1,8570901,plates,1,2,5,0,30,6,7.983236532,7.983236532,104.2229464,0.679487179,0.243589744,0.076923077,0.287749288,0.293447293,0.418803419,0.414519906,0.086651054,0.49882904,0.403066528,0.071638947,0.525294525
322,4,561435.6,8570973,plates,1,0,5,0,40.08902359,16.089023589999996,26.55777511,37.94367527,124.2365027,0,0,1,0.098571429,0.044285714,0.857142857,0.06474259,0,0.93525741,0.204590732,0.020008662,0.775400606
337,4,561468.4,8570919,plates,1,0,5,0,29,5,1.242827109,1.242827109,115.406517,0.328947368,0.263157895,0.407894737,0.318571429,0.257142857,0.424285714,0.15007776,0.072317263,0.777604977,0.364929321,0.035556326,0.599514353
342,4,561474.6,8570965,plates,1,0,3,0,28.54188156,4.54188156,1.412180258,1.412180258,112.6197607,0.065789474,0.263157895,0.671052632,0.134285714,0.19,0.675714286,0.204847537,0.00938233,0.785770133,0.120495495,0.033870409,0.845634096
159,4,561427.7,8570971,plates,2,0,5,0,46.57165146,22.571651459999998,31.85384543,47.43882327,131.4628951,0,0,1,0.075284091,0.03125,0.893465909,0.046765394,0,0.953234606,0.17839196,0.023739387,0.797868654
184,4,561454.3,8570928,plates,2,1,5,0,30,6,15.16179435,15.16179435,129.4575436,0.730769231,0.153846154,0.115384615,0.330508475,0.259887006,0.40960452,0.63014763,0,0.36985237,0.399030135,0.054728091,0.546241773
189,4,561465.4,8570886,plates,2,0,5,0,30,6,2.488836505,2.488836505,87.74865082,0.320512821,0.564102564,0.115384615,0.320621469,0.29519774,0.384180791,0.116459627,0.083074534,0.800465839,0.408264033,0.088704089,0.503031878
200,4,561429.9,8570941,plates,2,2,3,0,43.83579636,19.835796360000003,23.76180064,42.84475919,152.7648849,0.012820513,0.269230769,0.717948718,0.193732194,0.163817664,0.642450142,0.36747459,0.129788898,0.502736513,0.362754439,0.041749675,0.595495886
224,4,561438.5,8570896,plates,2,0,3,0,36.14174271,12.141742710000003,28.40982706,28.40982706,111.8063295,0.025,0.2875,0.6875,0.238028169,0.221126761,0.54084507,0.537441498,0.021060842,0.44149766,0.370636639,0.071113036,0.558250325
245,4,561438.7,8570893,plates,2,0,5,0,36.64518738,12.645187380000003,28.1830953,28.1830953,109.4576194,0.052631579,0.315789474,0.631578947,0.240056818,0.221590909,0.538352273,0.560653188,0.021772939,0.417573872,0.366449935,0.071694842,0.561855223
247,4,561463.4,8570984,plates,2,0,5,0,30,6,12.2064778,12.2064778,99.39467932,0,0.256410256,0.743589744,0.038135593,0.200564972,0.761299435,0.001554002,0.024864025,0.973581974,0.093011172,0.064692128,0.8422967
252,4,561442.3,8570986,plates,2,0,5,0,36.82502365,12.825023649999999,20.20801628,33.30800182,109.564835,0,0,1,0.019774011,0.074858757,0.905367232,0,0,1,0.090956341,0.027460152,0.881583507
267,4,561452.1,8570924,plates,2,2,5,0,30.88782311,6.887823109999999,17.52951586,17.52951586,126.9218159,0.65,0.0625,0.2875,0.313202247,0.268258427,0.418539326,0.753499222,0.048211509,0.198289269,0.390505891,0.057345807,0.552148302
272,4,561439.7,8570872,plates,2,0,5,0,39.74320602,15.743206020000002,32.65779579,32.65779579,94.45766491,0.012820513,0.08974359,0.897435897,0.262711864,0.172316384,0.564971751,0.520590521,0.025641026,0.453768454,0.392894281,0.053986135,0.553119584
277,4,561469.8,8570941,plates,2,0,4,0,28.9704895,4.970489499999999,0.344682811,0.344682811,135.3675891,0.052631579,0.210526316,0.736842105,0.334757835,0.223646724,0.441595442,0.028883685,0.016393443,0.954722873,0.367235554,0.032054059,0.600710387
291,4,561437.1,8570916,plates,2,1,5,0,37.51655197,13.516551970000002,31.34920996,31.34920996,128.1021669,0.0125,0.4,0.5875,0.235795455,0.231534091,0.532670455,0.30696946,0.022709475,0.670321065,0.379265547,0.055863503,0.564870951
297,4,561444,8570968,plates,2,0,3,0,33.45893478,9.45893478,16.43964955,28.10424975,123.0677869,0.0625,0.0625,0.875,0.173184358,0.099162011,0.727653631,0.227699531,0.027386541,0.744913928,0.232115018,0.036203014,0.731681968
310,4,561437,8570874,plates,2,0,5,0,41.44250488,17.44250488,34.4560695,34.4560695,97.83667224,0.064102564,0.038461538,0.897435897,0.23495702,0.151862464,0.613180516,0.359094457,0.021077283,0.619828259,0.392535504,0.052563214,0.554901282
311,4,561458.1,8570901,plates,2,1,5,0,30,6,7.983236532,7.983236532,104.2229464,0.679487179,0.243589744,0.076923077,0.287749288,0.293447293,0.418803419,0.414519906,0.086651054,0.49882904,0.403066528,0.071638947,0.525294525
313,4,561483.2,8570858,plates,2,1,3,0,30,6,3.457271487,3.457271487,54.88870085,0,0.2625,0.7375,0.266288952,0.260623229,0.473087819,0.134840218,0.082618862,0.78254092,0.29277797,0.088586768,0.618635262
322,4,561435.6,8570973,plates,2,0,5,0,40.08902359,16.089023589999996,26.55777511,37.94367527,124.2365027,0,0,1,0.098571429,0.044285714,0.857142857,0.06474259,0,0.93525741,0.204590732,0.020008662,0.775400606
337,4,561468.4,8570919,plates,2,0,5,0,29,5,1.242827109,1.242827109,115.406517,0.328947368,0.263157895,0.407894737,0.318571429,0.257142857,0.424285714,0.15007776,0.072317263,0.777604977,0.364929321,0.035556326,0.599514353
342,4,561474.6,8570965,plates,2,0,3,0,28.54188156,4.54188156,1.412180258,1.412180258,112.6197607,0.065789474,0.263157895,0.671052632,0.134285714,0.19,0.675714286,0.204847537,0.00938233,0.785770133,0.120495495,0.033870409,0.845634096
171,4,561585,8571072,plates,1,1,5,0,39.24207687,15.242076869999998,24.65615681,49.01868526,77.01537822,0.076923077,0.538461538,0.384615385,0.169054441,0.332378223,0.498567335,0.206708268,0.168486739,0.624804992,0.230622673,0.141335412,0.628041916
182,4,561531.8,8571047,plates,1,0,5,0,33.17926407,9.179264070000002,3.976839392,33.99879315,34.6176897,0.184210526,0.473684211,0.342105263,0.310541311,0.339031339,0.35042735,0.190179267,0.324240062,0.48558067,0.307152754,0.098718393,0.594128853
190,4,561543.7,8571062,plates,1,0,5,0,37.9908371,13.9908371,12.09747008,36.32097197,37.95894873,0.346153846,0.294871795,0.358974359,0.234463277,0.329096045,0.436440678,0.46723869,0.067082683,0.465678627,0.247963958,0.096257148,0.655778894
212,4,561632.8,8571030,plates,1,0,4,0,33.28339005,9.283390050000001,6.203957353,65.29978503,130.8771137,0.2875,0.6,0.1125,0.164305949,0.497167139,0.338526912,0.360808709,0.367807154,0.271384137,0.379050425,0.217466644,0.403482932
217,4,561676.3,8571076,plates,1,0,5,0,25,1,6.370905747,6.370905747,167.2357932,0.897435897,0.102564103,0,0.648305085,0.320621469,0.031073446,0.904577192,0.073700543,0.021722265,0.572665858,0.247618223,0.179715919
234,4,561625.9,8571034,plates,1,2,2,0,34.04384613,10.043846129999999,2.01516708,65.22256284,123.1244014,0.1875,0.5875,0.225,0.126404494,0.463483146,0.41011236,0.323965652,0.355971897,0.320062451,0.328020788,0.224512776,0.447466436
262,4,561546.8,8571084,plates,1,1,5,0,32.4982872,8.4982872,3.093812733,30.59687882,40.01250804,0.1625,0.425,0.4125,0.395184136,0.296033994,0.30878187,0.091334895,0.06088993,0.847775176,0.372304495,0.086082965,0.54161254
282,4,561605.1,8571066,plates,1,0,5,0,31.92476273,7.924762730000001,17.08869241,43.57049401,96.36191295,0.175,0.3875,0.4375,0.203125,0.369318182,0.427556818,0.04609375,0.2890625,0.66484375,0.320485058,0.166045907,0.513469034
303,4,561641.5,8571017,plates,1,2,5,0,37.37794495,13.37794495,19.4780181,67.75081113,143.8668566,0.184210526,0.578947368,0.236842105,0.165714286,0.477142857,0.357142857,0.18671875,0.45625,0.35703125,0.303620929,0.209719335,0.486659737
312,4,561517.7,8571060,plates,1,1,5,0,28.16117668,4.1611766800000005,8.851513314,14.28453293,15.03826837,0.269230769,0.371794872,0.358974359,0.365819209,0.248587571,0.38559322,0.373831776,0.103582555,0.52258567,0.456499133,0.121750433,0.421750433
330,4,561551.3,8571036,plates,1,0,5,0,46.55308533,22.553085330000002,11.5127746,58.85383854,59.21234099,0.05,0.3,0.65,0.178470255,0.297450425,0.52407932,0.205148206,0.076443058,0.718408736,0.114045722,0.081399377,0.804554901
340,4,561678.2,8571078,plates,1,0,5,0,25,1,4.662316865,4.662316865,169.1923168,0.833333333,0.166666667,0,0.632394366,0.329577465,0.038028169,0.866563227,0.107059736,0.026377036,0.543131821,0.277931751,0.178936428
357,4,561556.9,8571052,plates,1,0,4,0,44.31335831,20.313358309999998,9.96086243,53.88428539,54.97153747,0.2375,0.4125,0.35,0.149147727,0.326704545,0.524147727,0.219968799,0.075663027,0.704368175,0.146246428,0.074725084,0.779028487
171,4,561585,8571072,plates,2,0,5,0,39.24207687,15.242076869999998,24.65615681,49.01868526,77.01537822,0.076923077,0.538461538,0.384615385,0.169054441,0.332378223,0.498567335,0.206708268,0.168486739,0.624804992,0.230622673,0.141335412,0.628041916
182,4,561531.8,8571047,plates,2,0,4,0,33.17926407,9.179264070000002,3.976839392,33.99879315,34.6176897,0.184210526,0.473684211,0.342105263,0.310541311,0.339031339,0.35042735,0.190179267,0.324240062,0.48558067,0.307152754,0.098718393,0.594128853
190,4,561543.7,8571062,plates,2,0,5,0,37.9908371,13.9908371,12.09747008,36.32097197,37.95894873,0.346153846,0.294871795,0.358974359,0.234463277,0.329096045,0.436440678,0.46723869,0.067082683,0.465678627,0.247963958,0.096257148,0.655778894
212,4,561632.8,8571030,plates,2,0,5,0,33.28339005,9.283390050000001,6.203957353,65.29978503,130.8771137,0.2875,0.6,0.1125,0.164305949,0.497167139,0.338526912,0.360808709,0.367807154,0.271384137,0.379050425,0.217466644,0.403482932
217,4,561676.3,8571076,plates,2,0,5,0,25,1,6.370905747,6.370905747,167.2357932,0.897435897,0.102564103,0,0.648305085,0.320621469,0.031073446,0.904577192,0.073700543,0.021722265,0.572665858,0.247618223,0.179715919
234,4,561625.9,8571034,plates,2,2,5,0,34.04384613,10.043846129999999,2.01516708,65.22256284,123.1244014,0.1875,0.5875,0.225,0.126404494,0.463483146,0.41011236,0.323965652,0.355971897,0.320062451,0.328020788,0.224512776,0.447466436
262,4,561546.8,8571084,plates,2,1,2,0,32.4982872,8.4982872,3.093812733,30.59687882,40.01250804,0.1625,0.425,0.4125,0.395184136,0.296033994,0.30878187,0.091334895,0.06088993,0.847775176,0.372304495,0.086082965,0.54161254
278,4,561637.1,8571065,plates,2,4,5,0,27.99161339,3.9916133900000013,8.10140729,32.0512273,128.2029274,0.364864865,0.310810811,0.324324324,0.431818182,0.34375,0.224431818,0.602184087,0.04524181,0.352574103,0.61519799,0.118793865,0.266008145
282,4,561605.1,8571066,plates,2,0,5,0,31.92476273,7.924762730000001,17.08869241,43.57049401,96.36191295,0.175,0.3875,0.4375,0.203125,0.369318182,0.427556818,0.04609375,0.2890625,0.66484375,0.320485058,0.166045907,0.513469034
303,4,561641.5,8571017,plates,2,2,5,0,37.37794495,13.37794495,19.4780181,67.75081113,143.8668566,0.184210526,0.578947368,0.236842105,0.165714286,0.477142857,0.357142857,0.18671875,0.45625,0.35703125,0.303620929,0.209719335,0.486659737
312,4,561517.7,8571060,plates,2,1,5,0,28.16117668,4.1611766800000005,8.851513314,14.28453293,15.03826837,0.269230769,0.371794872,0.358974359,0.365819209,0.248587571,0.38559322,0.373831776,0.103582555,0.52258567,0.456499133,0.121750433,0.421750433
330,4,561551.3,8571036,plates,2,0,5,0,46.55308533,22.553085330000002,11.5127746,58.85383854,59.21234099,0.05,0.3,0.65,0.178470255,0.297450425,0.52407932,0.205148206,0.076443058,0.718408736,0.114045722,0.081399377,0.804554901
340,4,561678.2,8571078,plates,2,0,5,0,25,1,4.662316865,4.662316865,169.1923168,0.833333333,0.166666667,0,0.632394366,0.329577465,0.038028169,0.866563227,0.107059736,0.026377036,0.543131821,0.277931751,0.178936428
357,4,561556.9,8571052,plates,2,3,5,0,44.31335831,20.313358309999998,9.96086243,53.88428539,54.97153747,0.2375,0.4125,0.35,0.149147727,0.326704545,0.524147727,0.219968799,0.075663027,0.704368175,0.146246428,0.074725084,0.779028487
170,4,561502,8571257,plates,1,1,5,0,55.6366272,31.6366272,80.25357482,80.25357482,61.18118817,0.397435897,0.320512821,0.282051282,0.37965616,0.398280802,0.222063037,0.448517941,0.365834633,0.185647426,0.542359667,0.224358974,0.233281358
183,4,561535.9,8571188,plates,1,0,1,0,29.07915115,5.079151150000001,43.02566101,43.02566101,47.78863776,0.3,0.275,0.425,0.206460674,0.415730337,0.377808989,0.262090484,0.496099844,0.241809672,0.252122682,0.287038641,0.460838676
239,4,561483.2,8571261,plates,1,0,5,0,52.93690491,28.936904910000003,64.80009752,64.80009752,44.51630724,0.486486486,0.310810811,0.202702703,0.231534091,0.251420455,0.517045455,0.522992985,0.097427903,0.379579111,0.487872488,0.176195426,0.335932086
292,4,561487.9,8571200,plates,1,1,5,0,29.51815033,5.518150330000001,18.6429418,18.6429418,57.45141747,0.125,0.525,0.35,0.273876404,0.337078652,0.389044944,0.138953942,0.698672912,0.162373146,0.354587196,0.25210084,0.393311964
318,4,561482.8,8571216,plates,1,0,5,0,30,6,30.38863816,30.38863816,47.67162516,0.3375,0.1875,0.475,0.267705382,0.232294618,0.5,0.406832298,0.244565217,0.348602484,0.364966664,0.20746385,0.427569487
328,4,561516.3,8571287,plates,1,1,5,0,65,41,104.6657547,104.6657547,87.5838018,0.026315789,0.605263158,0.368421053,0.333806818,0.46875,0.197443182,0.536356529,0.379202502,0.08444097,0.565450923,0.212596379,0.221952699
338,4,561516.6,8571179,plates,1,0,5,0,27.87479591,3.8747959099999996,23.43472756,23.43472756,32.1342601,0.210526316,0.526315789,0.263157895,0.298571429,0.424285714,0.277142857,0,0.431906615,0.568093385,0.321004764,0.357124296,0.32187094
344,4,561523.6,8571258,plates,1,1,5,0,51.7923851,27.792385099999997,89.55938724,89.55938724,81.02712136,0.7125,0.275,0.0125,0.326760563,0.490140845,0.183098592,0.577013292,0.279906177,0.143080532,0.607084091,0.235212609,0.1577033
351,4,561476.2,8571220,plates,1,0,5,0,30.6400547,6.6400547,33.40751287,33.40751287,39.99252369,0.051282051,0.038461538,0.91025641,0.222535211,0.198591549,0.578873239,0.542412451,0.164202335,0.293385214,0.351334951,0.166868932,0.481796117
161,4,561511.5,8571233,plates,1,0,5,0,43.40177155,19.40177155,60.992105,60.992105,67.65042326,0.289473684,0.447368421,0.263157895,0.411428571,0.414285714,0.174285714,0.494154326,0.336710834,0.16913484,0.531664212,0.23468769,0.233648098
161,4,561511.5,8571233,plates,2,0,2,0,43.40177155,19.40177155,60.992105,60.992105,67.65042326,0.289473684,0.447368421,0.263157895,0.411428571,0.414285714,0.174285714,0.494154326,0.336710834,0.16913484,0.531664212,0.23468769,0.233648098
162,4,561499,8571221,plates,1,0,5,0,36.99565125,12.995651250000002,42.8663868,42.8663868,58.72338994,0.864197531,0.135802469,0,0.32157969,0.375176305,0.303244006,0.373737374,0.27039627,0.355866356,0.442231076,0.252381777,0.305387147
162,4,561499,8571221,plates,2,0,2,0,36.99565125,12.995651250000002,42.8663868,42.8663868,58.72338994,0.864197531,0.135802469,0,0.32157969,0.375176305,0.303244006,0.373737374,0.27039627,0.355866356,0.442231076,0.252381777,0.305387147
170,4,561502,8571257,plates,2,0,4,0,55.6366272,31.6366272,80.25357482,80.25357482,61.18118817,0.397435897,0.320512821,0.282051282,0.37965616,0.398280802,0.222063037,0.448517941,0.365834633,0.185647426,0.542359667,0.224358974,0.233281358
179,4,561525,8571180,plates,1,0,5,0,28.12052918,4.120529179999998,29.76675024,29.76675025,35.57377213,0.064102564,0.282051282,0.653846154,0.286532951,0.43982808,0.273638968,0.090483619,0.183307332,0.726209048,0.237220586,0.367267371,0.395512043
179,4,561525,8571180,plates,2,0,4,0,28.12052918,4.120529179999998,29.76675024,29.76675025,35.57377213,0.064102564,0.282051282,0.653846154,0.286532951,0.43982808,0.273638968,0.090483619,0.183307332,0.726209048,0.237220586,0.367267371,0.395512043
191,4,561467.9,8571252,plates,1,4,5,0,44.057724,20.057724,47.37368957,47.37368957,25.05132721,0,0.075,0.925,0.154494382,0.127808989,0.717696629,0.4640625,0.25703125,0.27890625,0.358763422,0.088759958,0.552476619
191,4,561467.9,8571252,plates,2,5,5,0,44.057724,20.057724,47.37368957,47.37368957,25.05132721,0,0.075,0.925,0.154494382,0.127808989,0.717696629,0.4640625,0.25703125,0.27890625,0.358763422,0.088759958,0.552476619
197,4,561500.9,8571184,plates,1,0,3,0,26.35853195,2.3585319499999997,16.78997771,16.78997771,37.83274344,0.125,0.7375,0.1375,0.274147727,0.420454545,0.305397727,0.23612197,0.582486317,0.181391712,0.366478995,0.305673452,0.327847553
197,4,561500.9,8571184,plates,2,0,2,0,26.35853195,2.3585319499999997,16.78997771,16.78997771,37.83274344,0.125,0.7375,0.1375,0.274147727,0.420454545,0.305397727,0.23612197,0.582486317,0.181391712,0.366478995,0.305673452,0.327847553
199,4,561504.1,8571185,plates,1,0,4,0,27.98312187,3.9831218700000015,19.75580837,19.75580837,38.19799694,0.128205128,0.794871795,0.076923077,0.279202279,0.433048433,0.287749288,0.199843872,0.4980484,0.302107728,0.364053703,0.311043742,0.324902555
199,4,561504.1,8571185,plates,2,0,1,0,27.98312187,3.9831218700000015,19.75580837,19.75580837,38.19799694,0.128205128,0.794871795,0.076923077,0.279202279,0.433048433,0.287749288,0.199843872,0.4980484,0.302107728,0.364053703,0.311043742,0.324902555
216,4,561490.7,8571241,plates,1,1,4,0,47.69020462,23.690204620000003,59.88220731,59.88220731,46.93772852,0.421052632,0.407894737,0.171052632,0.338068182,0.303977273,0.357954545,0.51950078,0.293291732,0.187207488,0.507617729,0.216672438,0.275709834
216,4,561490.7,8571241,plates,2,0,2,0,47.69020462,23.690204620000003,59.88220731,59.88220731,46.93772852,0.421052632,0.407894737,0.171052632,0.338068182,0.303977273,0.357954545,0.51950078,0.293291732,0.187207488,0.507617729,0.216672438,0.275709834
232,4,561507.4,8571200,plates,1,0,1,0,30.8577385,6.8577385,33.25341334,33.25341334,52.91961237,0.269230769,0.525641026,0.205128205,0.288135593,0.426553672,0.285310734,0.346333853,0.043681747,0.609984399,0.323720447,0.310643457,0.365636096
232,4,561507.4,8571200,plates,2,0,3,0,30.8577385,6.8577385,33.25341334,33.25341334,52.91961237,0.269230769,0.525641026,0.205128205,0.288135593,0.426553672,0.285310734,0.346333853,0.043681747,0.609984399,0.323720447,0.310643457,0.365636096
239,4,561483.2,8571261,plates,2,0,5,0,52.93690491,28.936904910000003,64.80009752,64.80009752,44.51630724,0.486486486,0.310810811,0.202702703,0.231534091,0.251420455,0.517045455,0.522992985,0.097427903,0.379579111,0.487872488,0.176195426,0.335932086
250,4,561527.3,8571240,plates,1,0,5,0,47.7986908,23.798690800000003,77.32006968,77.32006968,83.0051991,0.2625,0.5625,0.175,0.446175637,0.42776204,0.126062323,0.884375,0.09140625,0.02421875,0.586717465,0.208243138,0.205039397
250,4,561527.3,8571240,plates,2,0,5,0,47.7986908,23.798690800000003,77.32006968,77.32006968,83.0051991,0.2625,0.5625,0.175,0.446175637,0.42776204,0.126062323,0.884375,0.09140625,0.02421875,0.586717465,0.208243138,0.205039397
292,4,561487.9,8571200,plates,2,2,5,0,29.51815033,5.518150330000001,18.6429418,18.6429418,57.45141747,0.125,0.525,0.35,0.273876404,0.337078652,0.389044944,0.138953942,0.698672912,0.162373146,0.354587196,0.25210084,0.393311964
328,4,561516.3,8571287,plates,2,3,4,0,65,41,104.6657547,104.6657547,87.5838018,0.026315789,0.605263158,0.368421053,0.333806818,0.46875,0.197443182,0.536356529,0.379202502,0.08444097,0.565450923,0.212596379,0.221952699
338,4,561516.6,8571179,plates,2,0,4,0,27.87479591,3.8747959099999996,23.43472756,23.43472756,32.1342601,0.210526316,0.526315789,0.263157895,0.298571429,0.424285714,0.277142857,0,0.431906615,0.568093385,0.321004764,0.357124296,0.32187094
344,4,561523.6,8571258,plates,2,1,5,0,51.7923851,27.792385099999997,89.55938724,89.55938724,81.02712136,0.7125,0.275,0.0125,0.326760563,0.490140845,0.183098592,0.577013292,0.279906177,0.143080532,0.607084091,0.235212609,0.1577033
351,4,561476.2,8571220,plates,2,0,4,0,30.6400547,6.6400547,33.40751287,33.40751287,39.99252369,0.051282051,0.038461538,0.91025641,0.222535211,0.198591549,0.578873239,0.542412451,0.164202335,0.293385214,0.351334951,0.166868932,0.481796117
353,4,561543.1,8571233,plates,1,0,5,0,29.9882679,5.9882679,81.54922021,81.54922021,91.50386416,0.837837838,0.162162162,0,0.495738636,0.382102273,0.122159091,0.825680934,0.081712062,0.092607004,0.503509228,0.295814921,0.200675851
318,4,561482.8,8571216,plates,2,0,3,0,30,6,30.38863816,30.38863816,47.67162516,0.3375,0.1875,0.475,0.267705382,0.232294618,0.5,0.406832298,0.244565217,0.348602484,0.364966664,0.20746385,0.427569487
185,4,561503.5,8570801,plates,1,1,5,0,41.27447891,17.27447891,7.6520676,30.32276468,16.2214233,0.026315789,0.328947368,0.644736842,0.094285714,0.265714286,0.64,0.290852228,0.174354965,0.534792807,0.185859111,0.078416082,0.735724807
192,4,561526.1,8570833,plates,1,0,5,0,35,11,5.049776903,5.049776903,23.56009232,0.128205128,0.371794872,0.5,0.200854701,0.387464387,0.411680912,0.21953125,0.13359375,0.646875,0.258047767,0.192367601,0.549584631
194,4,561584.2,8570827,plates,1,0,5,0,40.78850174,16.78850174,22.52435593,22.52435593,71.72847756,0.052631579,0.355263158,0.592105263,0.044159544,0.292022792,0.663817664,0.014763015,0.055944056,0.929292929,0.085080575,0.051550858,0.863368567
208,4,561504.7,8570804,plates,1,0,5,0,39.18603897,15.186038969999998,6.220585366,26.75865786,13.07779489,0.025,0.4,0.575,0.109065156,0.294617564,0.59631728,0.347622759,0.189399844,0.462977397,0.205650403,0.099748678,0.694600919
238,4,561545.3,8570839,plates,1,0,5,0,34,10,5.605246437,8.926927149,40.95809361,0.039473684,0.473684211,0.486842105,0.149147727,0.403409091,0.447443182,0.075604053,0.102883866,0.821512081,0.183385308,0.186850312,0.62976438
286,4,561540.1,8570845,plates,1,0,5,0,35.03227615,11.032276150000001,10.94382907,14.82630743,41.35102517,0.256410256,0.41025641,0.333333333,0.156695157,0.41025641,0.433048433,0.017940718,0.370514821,0.611544462,0.191631292,0.186606601,0.621762107
289,4,561543.4,8570803,plates,1,1,5,0,50.53500366,26.53500366,10.33588382,30.29279124,33.30301552,0.026315789,0.144736842,0.828947368,0.092857143,0.215714286,0.691428571,0.086651054,0.165495706,0.74785324,0.069330098,0.070110062,0.860559841
299,4,561543.8,8570827,plates,1,0,5,0,37.01848221,13.018482210000002,3.412864561,3.412864561,33.03686514,0.092105263,0.315789474,0.592105263,0.138176638,0.397435897,0.464387464,0,0.14964926,0.85035074,0.143562641,0.171893953,0.684543407
300,4,561525,8570801,plates,1,0,5,0,46.92609787,22.92609787,10.33387622,29.48101186,18.33458397,0.160493827,0.271604938,0.567901235,0.1325811,0.272214386,0.595204513,0.024902724,0,0.975097276,0.180920198,0.085521185,0.733558617
304,4,561518.3,8570816,plates,1,0,5,0,38.81698227,14.816982269999997,5.552432239,12.96398733,5.241130335,0.397435897,0.448717949,0.153846154,0.15960452,0.324858757,0.515536723,0.593286495,0.086651054,0.320062451,0.229509617,0.140097037,0.630393346
307,4,561496.8,8570844,plates,1,3,4,0,29.41176224,5.411762240000002,3.568635122,3.568635122,36.3941235,0.125,0.275,0.6,0.164305949,0.33427762,0.501416431,0.404371585,0.017954723,0.577673692,0.279934154,0.124068619,0.595997228
317,4,561564.7,8570816,plates,1,0,5,0,42.90439987,18.90439987,12.10801422,14.6412918,51.10053395,0,0.3,0.7,0.041076487,0.304532578,0.654390935,0.02574103,0.080343214,0.893915757,0.067157712,0.091247834,0.841594454
